comp_link
https://www.crunchbase.com/organization/techstars
https://www.crunchbase.com/organization/y-combinator
https://www.crunchbase.com/organization/500-startups
https://www.crunchbase.com/organization/sosv
https://www.crunchbase.com/organization/new-enterprise-associates
https://www.crunchbase.com/organization/accel-partners
https://www.crunchbase.com/organization/intel-capital
https://www.crunchbase.com/organization/sequoia-capital
https://www.crunchbase.com/organization/kleiner-perkins-caufield-byers
https://www.crunchbase.com/organization/plug-and-play-ventures
https://www.crunchbase.com/organization/bessemer-venture-partners
https://www.crunchbase.com/organization/sv-angel
https://www.crunchbase.com/organization/threshold
https://www.crunchbase.com/organization/lightspeed-venture-partners
https://www.crunchbase.com/organization/index-ventures
